ItemCode,Description,Unit,Quantity,UnitPrice,TotalPrice
ITEM0814,Construction work item ITEM0814,kg,50.86,43.89,2232.25
ITEM0815,Construction work item ITEM0815,pcs,130.25,619.17,80646.89
ITEM0816,Construction work item ITEM0816,pcs,193.59,444.4,86031.4
ITEM0817,Construction work item ITEM0817,hr,177.17,614.47,108865.65
ITEM0818,Construction work item ITEM0818,m2,202.22,365.79,73970.05
ITEM0819,Construction work item ITEM0819,m2,66.6,477.32,31789.51
ITEM0820,Construction work item ITEM0820,m,96.3,477.13,45947.62
ITEM0821,Construction work item ITEM0821,m2,126.48,539.72,68263.79
ITEM0822,Construction work item ITEM0822,m,84.66,84.86,7184.25
ITEM0823,Construction work item ITEM0823,hr,157.61,750.5,118286.3
ITEM0824,Construction work item ITEM0824,m,57.62,801.61,46188.77
ITEM0825,Construction work item ITEM0825,pcs,170.48,426.71,72745.52
ITEM0826,Construction work item ITEM0826,pcs,36.89,21.5,793.14
ITEM0827,Construction work item ITEM0827,kg,39.11,272.4,10653.56
ITEM0828,Construction work item ITEM0828,m2,17.25,425.84,7345.74
ITEM0829,Construction work item ITEM0829,pcs,58.69,167.26,9816.49
ITEM0830,Construction work item ITEM0830,kg,40.99,573.96,23526.62
ITEM0831,Construction work item ITEM0831,m,189.34,684.37,129578.62
ITEM0832,Construction work item ITEM0832,hr,205.69,232.39,47800.3
ITEM0833,Construction work item ITEM0833,pcs,128.81,759.97,97891.74
ITEM0834,Construction work item ITEM0834,m,37.92,333.24,12636.46
ITEM0835,Construction work item ITEM0835,kg,132.87,293.36,38978.74
ITEM0836,Construction work item ITEM0836,hr,217.32,525.77,114260.34
ITEM0837,Construction work item ITEM0837,hr,77.55,216.09,16757.78
ITEM0838,Construction work item ITEM0838,kg,101.97,793.97,80961.12
ITEM0839,Construction work item ITEM0839,hr,64.82,886.87,57486.91
ITEM0840,Construction work item ITEM0840,pcs,141.58,609.61,86308.58
ITEM0841,Construction work item ITEM0841,kg,213.41,650.05,138727.17
ITEM0842,Construction work item ITEM0842,hr,44.84,428.29,19204.52
ITEM0843,Construction work item ITEM0843,hr,116.28,998.3,116082.32
ITEM0844,Construction work item ITEM0844,kg,83.44,159.54,13312.02
ITEM0845,Construction work item ITEM0845,kg,73.01,212.13,15487.61
ITEM0846,Construction work item ITEM0846,m,26.32,480.23,12639.65
ITEM0847,Construction work item ITEM0847,m,91.13,854.52,77872.41
ITEM0848,Construction work item ITEM0848,hr,89.54,634.14,56780.9
ITEM0849,Construction work item ITEM0849,m2,53.35,423.58,22597.99
ITEM0850,Construction work item ITEM0850,m2,89.89,489.79,44027.22
ITEM0851,Construction work item ITEM0851,m2,168.67,149.31,25184.12
ITEM0852,Construction work item ITEM0852,hr,122.83,419.91,51577.55
ITEM0853,Construction work item ITEM0853,m2,238.88,44.79,10699.44
ITEM0854,Construction work item ITEM0854,kg,48.05,828.82,39824.8
ITEM0855,Construction work item ITEM0855,hr,201.32,359.02,72277.91
ITEM0856,Construction work item ITEM0856,kg,182.12,124.6,22692.15
ITEM0857,Construction work item ITEM0857,pcs,150.84,547.86,82639.2
ITEM0858,Construction work item ITEM0858,hr,120.28,789.07,94909.34
ITEM0859,Construction work item ITEM0859,kg,210.97,424.92,89645.37
ITEM0860,Construction work item ITEM0860,m,93.77,734.29,68854.37
ITEM0861,Construction work item ITEM0861,hr,179.88,530.02,95340.0
ITEM0863,Construction work item ITEM0863,pcs,201.08,261.69,52620.63
ITEM0864,Construction work item ITEM0864,pcs,136.48,777.59,106125.48
ITEM0865,Construction work item ITEM0865,m2,58.76,96.96,5697.37
ITEM0866,Construction work item ITEM0866,m,134.35,149.83,20129.66
ITEM0867,Construction work item ITEM0867,m2,227.57,434.86,98961.09
ITEM0868,Construction work item ITEM0868,pcs,55.55,355.13,19727.47
ITEM0869,Construction work item ITEM0869,pcs,122.44,847.02,103709.13
ITEM0870,Construction work item ITEM0870,pcs,214.35,380.97,81660.92
ITEM0871,Construction work item ITEM0871,hr,160.5,203.45,32653.72
ITEM0872,Construction work item ITEM0872,m2,61.36,753.45,46231.69
ITEM0873,Construction work item ITEM0873,hr,126.17,337.38,42567.23
ITEM0874,Construction work item ITEM0874,hr,194.51,699.23,136007.23
ITEM0875,Construction work item ITEM0875,kg,157.99,44.94,7100.07
ITEM0876,Construction work item ITEM0876,m2,204.44,862.71,176372.43
ITEM0877,Construction work item ITEM0877,m,133.84,598.47,80099.22
ITEM0878,Construction work item ITEM0878,m2,188.93,960.0,181372.8
ITEM0879,Construction work item ITEM0879,pcs,153.81,627.42,96503.47
ITEM0880,Construction work item ITEM0880,kg,181.58,907.75,164829.25
ITEM0881,Construction work item ITEM0881,kg,56.31,134.2,7556.8
ITEM0882,Construction work item ITEM0882,kg,62.31,269.9,16817.47
ITEM0883,Construction work item ITEM0883,pcs,119.4,987.14,117864.52
ITEM0884,Construction work item ITEM0884,pcs,23.55,792.84,18671.38
ITEM0885,Construction work item ITEM0885,hr,3.51,240.48,844.08
ITEM0886,Construction work item ITEM0886,m2,195.07,251.22,49005.49
ITEM0887,Construction work item ITEM0887,hr,103.43,47.08,4869.48
ITEM0888,Construction work item ITEM0888,hr,133.43,474.07,63255.16
ITEM0889,Construction work item ITEM0889,pcs,62.69,446.59,27996.73
ITEM0890,Construction work item ITEM0890,m2,46.01,46.28,2129.34
ITEM0891,Construction work item ITEM0891,hr,85.04,618.62,52607.44
ITEM0892,Construction work item ITEM0892,m2,149.75,645.61,96680.1
ITEM0893,Construction work item ITEM0893,m,131.97,672.23,88714.19
ITEM0894,Construction work item ITEM0894,m2,110.78,487.55,54010.79
ITEM0895,Construction work item ITEM0895,kg,229.34,108.71,24931.55
ITEM0896,Construction work item ITEM0896,hr,94.25,618.56,58299.28
ITEM0897,Construction work item ITEM0897,pcs,23.47,496.67,11656.84
ITEM0898,Construction work item ITEM0898,kg,165.74,845.18,140080.13
ITEM0899,Construction work item ITEM0899,kg,61.78,661.27,40853.26
ITEM0900,Construction work item ITEM0900,m,51.78,329.25,17048.56
ITEM0901,Construction work item ITEM0901,kg,222.69,855.28,190462.3
ITEM0902,Construction work item ITEM0902,m2,234.53,634.47,148802.25
ITEM0903,Construction work item ITEM0903,m2,19.53,431.32,8423.68
ITEM0904,Construction work item ITEM0904,m,100.22,773.89,77559.26
ITEM0905,Construction work item ITEM0905,m2,7.74,161.87,1252.87
ITEM0906,Construction work item ITEM0906,hr,113.47,619.95,70345.73
ITEM0907,Construction work item ITEM0907,kg,23.75,740.82,17594.48
ITEM0908,Construction work item ITEM0908,kg,33.75,91.51,3088.46
ITEM0909,Construction work item ITEM0909,m2,120.08,153.5,18432.28
ITEM0911,Construction work item ITEM0911,m,223.16,763.26,170329.1
ITEM0912,Construction work item ITEM0912,pcs,86.14,628.51,54139.85
ITEM0913,Construction work item ITEM0913,hr,169.25,281.64,47667.57
ITEM0914,Construction work item ITEM0914,m2,126.62,242.5,30705.35
ITEM0915,Construction work item ITEM0915,pcs,98.45,544.37,53593.23
ITEM0916,Construction work item ITEM0916,kg,78.04,127.91,9982.1
ITEM0917,Construction work item ITEM0917,hr,237.56,557.57,132456.33
ITEM0918,Construction work item ITEM0918,m,155.01,453.67,70323.39
ITEM0919,Construction work item ITEM0919,pcs,116.15,565.41,65672.37
ITEM0920,Construction work item ITEM0920,kg,163.86,604.08,98984.55
ITEM0921,Construction work item ITEM0921,m2,107.46,946.54,101715.19
ITEM0922,Construction work item ITEM0922,hr,35.3,342.45,12088.48
ITEM0923,Construction work item ITEM0923,pcs,200.03,1009.83,201996.29
ITEM0924,Construction work item ITEM0924,m2,221.17,905.89,200355.69
ITEM0925,Construction work item ITEM0925,pcs,40.09,504.19,20212.98
ITEM0926,Construction work item ITEM0926,m2,117.28,232.25,27238.28
ITEM0927,Construction work item ITEM0927,hr,93.73,217.55,20390.96
ITEM0928,Construction work item ITEM0928,m2,202.01,879.32,177631.43
ITEM0929,Construction work item ITEM0929,pcs,13.11,694.48,9104.63
ITEM0930,Construction work item ITEM0930,m2,110.37,804.02,88739.69
ITEM0931,Construction work item ITEM0931,kg,220.4,594.67,131065.27
ITEM0932,Construction work item ITEM0932,pcs,173.68,246.23,42765.23
ITEM0933,Construction work item ITEM0933,kg,134.71,836.38,112668.75
ITEM0934,Construction work item ITEM0934,hr,50.79,212.01,10767.99
ITEM0935,Construction work item ITEM0935,kg,230.16,855.24,196842.04
ITEM0936,Construction work item ITEM0936,m2,166.33,721.05,119932.25
ITEM0937,Construction work item ITEM0937,m,58.89,471.49,27766.05
ITEM0938,Construction work item ITEM0938,hr,156.08,249.72,38976.3
ITEM0939,Construction work item ITEM0939,pcs,241.2,437.46,105515.35
ITEM0940,Construction work item ITEM0940,m,175.81,209.31,36798.79
ITEM0941,Construction work item ITEM0941,pcs,1.78,788.27,1403.12
ITEM0942,Construction work item ITEM0942,hr,32.8,118.37,3882.54
ITEM0943,Construction work item ITEM0943,kg,193.95,396.73,76945.78
ITEM0944,Construction work item ITEM0944,m2,139.81,736.96,103034.38
ITEM0945,Construction work item ITEM0945,m,36.87,82.81,3053.2
ITEM0946,Construction work item ITEM0946,kg,146.57,819.82,120161.02
ITEM0947,Construction work item ITEM0947,kg,118.08,115.79,13672.48
ITEM0948,Construction work item ITEM0948,m2,99.18,128.06,12700.99
ITEM0949,Construction work item ITEM0949,pcs,117.23,805.84,94468.62
ITEM0950,Construction work item ITEM0950,kg,24.58,367.17,9025.04
ITEM0951,Construction work item ITEM0951,kg,144.57,278.57,40272.86
ITEM0952,Construction work item ITEM0952,m2,54.21,920.57,49904.1
ITEM0953,Construction work item ITEM0953,pcs,225.54,597.7,134805.26
ITEM0954,Construction work item ITEM0954,hr,177.51,132.39,23500.55
ITEM0955,Construction work item ITEM0955,m2,215.01,697.67,150006.03
ITEM0956,Construction work item ITEM0956,m,205.11,319.81,65596.23
ITEM0957,Construction work item ITEM0957,pcs,14.09,701.48,9883.85
ITEM0958,Construction work item ITEM0958,kg,170.83,669.27,114331.39
ITEM0959,Construction work item ITEM0959,hr,126.08,73.49,9265.62
ITEM0960,Construction work item ITEM0960,hr,89.27,449.63,40138.47
ITEM0961,Construction work item ITEM0961,kg,111.14,589.05,65467.02
ITEM0962,Construction work item ITEM0962,m2,81.93,868.96,71193.89
ITEM0963,Construction work item ITEM0963,pcs,151.06,688.25,103967.04
ITEM0964,Construction work item ITEM0964,pcs,165.5,704.57,116606.34
ITEM0965,Construction work item ITEM0965,m2,103.5,472.24,48876.84
ITEM0966,Construction work item ITEM0966,m2,221.69,302.02,66954.81
ITEM0967,Construction work item ITEM0967,pcs,58.83,226.23,13309.11
ITEM0968,Construction work item ITEM0968,kg,18.95,815.66,15456.76
ITEM0969,Construction work item ITEM0969,m,67.09,857.67,57541.08
ITEM0970,Construction work item ITEM0970,m,134.63,468.91,63129.35
ITEM0971,Construction work item ITEM0971,m2,53.92,446.29,24063.96
ITEM0972,Construction work item ITEM0972,kg,141.9,655.56,93023.96
ITEM0973,Construction work item ITEM0973,m,18.74,367.95,6895.38
ITEM0974,Construction work item ITEM0974,kg,144.57,168.85,24410.64
ITEM0975,Construction work item ITEM0975,kg,233.24,308.92,72052.5
ITEM0976,Construction work item ITEM0976,m2,24.43,884.85,21616.89
ITEM0977,Construction work item ITEM0977,hr,159.73,605.97,96791.59
ITEM0978,Construction work item ITEM0978,kg,88.7,184.09,16328.78
ITEM0979,Construction work item ITEM0979,pcs,155.29,884.12,137294.99
ITEM0980,Construction work item ITEM0980,m2,160.94,821.41,132197.73
ITEM0981,Construction work item ITEM0981,m2,188.96,181.83,34358.6
ITEM0982,Construction work item ITEM0982,pcs,192.08,160.09,30750.09
ITEM0983,Construction work item ITEM0983,hr,111.33,513.81,57202.47
ITEM0984,Construction work item ITEM0984,kg,132.4,532.86,70550.66
ITEM0985,Construction work item ITEM0985,pcs,89.83,827.14,74301.99
ITEM0986,Construction work item ITEM0986,hr,7.35,153.43,1127.71
ITEM0987,Construction work item ITEM0987,pcs,111.38,300.75,33497.53
ITEM0988,Construction work item ITEM0988,hr,141.36,419.78,59340.1
ITEM0989,Construction work item ITEM0989,m2,136.47,223.97,30565.19
ITEM0990,Construction work item ITEM0990,hr,174.39,975.47,170112.21
ITEM0991,Construction work item ITEM0991,m2,66.76,663.08,44267.22
ITEM0992,Construction work item ITEM0992,hr,58.02,213.72,12400.03
ITEM0993,Construction work item ITEM0993,m2,169.09,404.16,68339.41
ITEM0994,Construction work item ITEM0994,pcs,54.69,810.12,44305.46
ITEM0995,Construction work item ITEM0995,m,62.12,515.03,31993.66
ITEM0996,Construction work item ITEM0996,m,175.27,704.38,123456.68
ITEM0997,Construction work item ITEM0997,kg,149.56,173.98,26020.45
ITEM0998,Construction work item ITEM0998,hr,125.22,169.1,21174.7
ITEM0999,Construction work item ITEM0999,hr,152.46,440.99,67233.34
ITEM1000,Construction work item ITEM1000,kg,42.05,389.33,16371.33
ITEM1001,Construction work item ITEM1001,hr,134.04,382.58,51281.02
ITEM1002,Construction work item ITEM1002,pcs,180.19,851.94,153511.07
ITEM1003,Construction work item ITEM1003,hr,24.92,891.45,22214.93
ITEM1004,Construction work item ITEM1004,kg,158.91,497.39,79040.24
ITEM1005,Construction work item ITEM1005,hr,152.64,691.09,105487.98
ITEM1006,Construction work item ITEM1006,m,28.71,383.07,10997.94
ITEM1007,Construction work item ITEM1007,hr,64.45,367.75,23701.49
ITEM1008,Construction work item ITEM1008,kg,225.35,162.49,36617.12
ITEM1009,Construction work item ITEM1009,pcs,6.26,760.07,4758.04
ITEM1010,Construction work item ITEM1010,kg,151.14,529.91,80090.6
ITEM1011,Construction work item ITEM1011,m2,191.31,363.73,69585.19
ITEM1012,Construction work item ITEM1012,m,119.0,557.1,66294.9
ITEM1013,Construction work item ITEM1013,m2,220.74,961.92,212334.22
ITEM1014,Construction work item ITEM1014,pcs,31.81,833.94,26527.63
ITEM1015,Construction work item ITEM1015,hr,111.71,381.37,42602.84
ITEM1016,Construction work item ITEM1016,hr,225.66,386.66,87253.7
ITEM1017,Construction work item ITEM1017,kg,94.46,133.83,12641.58
ITEM1019,Construction work item ITEM1019,kg,178.21,548.82,97805.21
ITEM1020,Construction work item ITEM1020,kg,152.25,602.36,91709.31
ITEM1021,Construction work item ITEM1021,m,11.63,510.12,5932.7
ITEM1022,Construction work item ITEM1022,m2,107.94,461.94,49861.8
ITEM1023,Construction work item ITEM1023,kg,188.87,660.82,124809.07
ITEM1024,Construction work item ITEM1024,hr,143.14,585.17,83761.23
ITEM1025,Construction work item ITEM1025,kg,106.24,118.73,12613.88
ITEM1026,Construction work item ITEM1026,hr,75.61,974.45,73678.16
ITEM1027,Construction work item ITEM1027,pcs,52.9,212.87,11260.82
ITEM1028,Construction work item ITEM1028,m,129.16,415.53,53669.85
ITEM1029,Construction work item ITEM1029,kg,133.12,319.77,42567.78
ITEM1030,Construction work item ITEM1030,kg,164.93,490.49,80896.52
ITEM1031,Construction work item ITEM1031,hr,195.27,893.17,174409.31
ITEM1032,Construction work item ITEM1032,hr,207.92,735.35,152893.97
ITEM1033,Construction work item ITEM1033,hr,70.35,576.0,40521.6
ITEM1034,Construction work item ITEM1034,m,234.06,46.44,10869.75
ITEM1035,Construction work item ITEM1035,m2,213.22,107.8,22985.12
ITEM1037,Construction work item ITEM1037,pcs,225.44,109.41,24665.39
ITEM1038,Construction work item ITEM1038,m2,129.33,480.25,62110.73
ITEM1039,Construction work item ITEM1039,m,183.64,159.85,29354.85
ITEM1040,Construction work item ITEM1040,pcs,134.0,206.33,27648.22
ITEM1041,Construction work item ITEM1041,hr,163.28,145.46,23750.71
ITEM1042,Construction work item ITEM1042,hr,28.01,182.85,5121.63
ITEM1043,Construction work item ITEM1043,hr,68.22,548.66,37429.59
ITEM1044,Construction work item ITEM1044,kg,117.68,55.29,6506.53
ITEM1045,Construction work item ITEM1045,m2,109.52,409.73,44873.63
ITEM1046,Construction work item ITEM1046,m,31.77,345.37,10972.4
ITEM1047,Construction work item ITEM1047,kg,24.84,63.64,1580.82
ITEM1048,Construction work item ITEM1048,m2,83.03,530.71,44064.85
ITEM1049,Construction work item ITEM1049,m2,14.63,311.97,4564.12
ITEM1050,Construction work item ITEM1050,hr,57.79,316.0,18261.64
ITEM1051,Construction work item ITEM1051,m,178.97,799.68,143118.73
ITEM1052,Construction work item ITEM1052,pcs,10.79,722.8,7799.01
ITEM1053,Construction work item ITEM1053,pcs,21.03,448.36,9429.01
ITEM1054,Construction work item ITEM1054,m,44.7,79.39,3548.73
ITEM1055,Construction work item ITEM1055,hr,97.73,733.54,71688.86
ITEM1056,Construction work item ITEM1056,pcs,225.83,938.76,212000.17
ITEM1057,Construction work item ITEM1057,hr,15.45,803.23,12409.9
ITEM1058,Construction work item ITEM1058,pcs,187.54,681.5,127808.51
ITEM1059,Construction work item ITEM1059,kg,65.63,795.51,52209.32
ITEM1060,Construction work item ITEM1060,hr,139.89,807.71,112990.55
ITEM1061,Construction work item ITEM1061,pcs,184.12,224.4,41316.53
ITEM1062,Construction work item ITEM1062,kg,170.72,353.26,60308.55
ITEM1063,Construction work item ITEM1063,pcs,199.35,210.29,41921.31
ITEM1064,Construction work item ITEM1064,m2,18.3,88.14,1612.96
ITEM1065,Construction work item ITEM1065,kg,187.19,259.63,48600.14
ITEM1066,Construction work item ITEM1066,kg,146.96,437.15,64243.56
ITEM1067,Construction work item ITEM1067,pcs,116.9,127.37,14889.55
ITEM1068,Construction work item ITEM1068,m,93.09,622.0,57901.98
ITEM1069,Construction work item ITEM1069,hr,223.21,445.08,99346.31
ITEM1070,Construction work item ITEM1070,kg,151.87,608.44,92403.78
ITEM1071,Construction work item ITEM1071,hr,169.64,538.06,91276.5
ITEM1072,Construction work item ITEM1072,m2,85.3,642.87,54836.81
ITEM1073,Construction work item ITEM1073,pcs,86.29,709.13,61190.83
ITEM1074,Construction work item ITEM1074,pcs,76.74,408.63,31358.27
ITEM1075,Construction work item ITEM1075,kg,150.81,619.61,93443.38
ITEM1076,Construction work item ITEM1076,pcs,133.55,51.1,6824.41
ITEM1077,Construction work item ITEM1077,hr,61.06,777.99,47504.07
ITEM1078,Construction work item ITEM1078,kg,20.91,684.18,14306.2
ITEM1079,Construction work item ITEM1079,m2,172.79,557.33,96301.05
ITEM1080,Construction work item ITEM1080,m2,152.35,189.62,28888.61
ITEM1081,Construction work item ITEM1081,pcs,206.98,928.28,192135.39
ITEM1082,Construction work item ITEM1082,hr,218.98,220.51,48287.28
ITEM1083,Construction work item ITEM1083,pcs,160.91,691.09,111203.29
ITEM1084,Construction work item ITEM1084,m2,73.4,483.17,35464.68
ITEM1085,Construction work item ITEM1085,pcs,249.07,322.82,80404.78
ITEM1086,Construction work item ITEM1086,kg,143.24,93.32,13367.16
ITEM1087,Construction work item ITEM1087,pcs,77.05,782.08,60259.26
ITEM1088,Construction work item ITEM1088,kg,158.51,130.74,20723.6
ITEM1089,Construction work item ITEM1089,hr,73.22,700.42,51284.75
ITEM1090,Construction work item ITEM1090,m,97.89,820.68,80336.37
ITEM1091,Construction work item ITEM1091,m,96.3,148.74,14323.66
ITEM1092,Construction work item ITEM1092,m,173.37,631.05,109405.14
ITEM1094,Construction work item ITEM1094,m,221.62,91.64,20309.26
ITEM1095,Construction work item ITEM1095,m2,114.61,157.07,18001.79
ITEM1096,Construction work item ITEM1096,pcs,106.79,246.82,26357.91
ITEM1097,Construction work item ITEM1097,m,226.83,612.54,138942.45
ITEM1098,Construction work item ITEM1098,pcs,143.35,478.28,68561.44
ITEM1099,Construction work item ITEM1099,pcs,11.09,141.55,1569.79
ITEM1100,Construction work item ITEM1100,kg,188.2,70.89,13341.5
ITEM1101,Construction work item ITEM1101,pcs,137.0,474.2,64965.4
ITEM1103,Construction work item ITEM1103,pcs,106.68,557.47,59470.9
ITEM1104,Construction work item ITEM1104,pcs,26.06,229.79,5988.33
ITEM1105,Construction work item ITEM1105,kg,245.1,93.09,22816.36
ITEM1106,Construction work item ITEM1106,hr,178.98,103.11,18454.63
ITEM1107,Construction work item ITEM1107,hr,44.1,192.1,8471.61
ITEM1108,Construction work item ITEM1108,hr,221.75,47.14,10453.3
ITEM1109,Construction work item ITEM1109,m,177.32,710.8,126039.06
ITEM1110,Construction work item ITEM1110,m2,203.76,907.61,184934.61
ITEM1111,Construction work item ITEM1111,pcs,224.02,398.89,89359.34
ITEM1112,Construction work item ITEM1112,pcs,54.0,581.27,31388.58
ITEM1114,Construction work item ITEM1114,hr,153.64,341.69,52497.25
ITEM1115,Construction work item ITEM1115,hr,6.1,136.59,833.2
ITEM1116,Construction work item ITEM1116,m2,215.41,40.07,8631.48
ITEM1117,Construction work item ITEM1117,m,164.14,88.53,14531.31
ITEM1118,Construction work item ITEM1118,m,185.17,691.84,128108.01
ITEM1119,Construction work item ITEM1119,m2,45.96,822.74,37813.13
ITEM1120,Construction work item ITEM1120,kg,93.8,494.01,46338.14
ITEM1121,Construction work item ITEM1121,m2,30.67,488.77,14990.58
ITEM1122,Construction work item ITEM1122,hr,144.81,290.88,42122.33
ITEM1123,Construction work item ITEM1123,m2,78.44,167.09,13106.54
ITEM1124,Construction work item ITEM1124,kg,5.27,292.16,1539.68
ITEM1125,Construction work item ITEM1125,pcs,70.3,647.19,45497.46
ITEM1126,Construction work item ITEM1126,pcs,22.86,658.5,15053.31
ITEM1127,Construction work item ITEM1127,kg,192.13,127.21,24440.86
ITEM1128,Construction work item ITEM1128,pcs,93.67,768.6,71994.76
ITEM1129,Construction work item ITEM1129,m2,26.52,794.95,21082.07
ITEM1130,Construction work item ITEM1130,kg,40.9,468.7,19169.83
ITEM1131,Construction work item ITEM1131,hr,76.65,515.32,39499.28
ITEM1132,Construction work item ITEM1132,m2,157.56,248.42,39141.06
ITEM1133,Construction work item ITEM1133,m,35.86,153.06,5488.73
ITEM1134,Construction work item ITEM1134,hr,74.36,368.73,27418.76
ITEM1135,Construction work item ITEM1135,hr,231.39,651.46,150741.33
ITEM1136,Construction work item ITEM1136,hr,154.68,889.38,137569.3
ITEM1137,Construction work item ITEM1137,hr,206.7,130.69,27013.62
ITEM1138,Construction work item ITEM1138,m2,177.51,245.02,43493.5
ITEM1139,Construction work item ITEM1139,hr,20.63,694.45,14326.5
ITEM1140,Construction work item ITEM1140,pcs,34.0,365.95,12442.3
ITEM1141,Construction work item ITEM1141,m2,200.23,545.29,109183.42
ITEM1142,Construction work item ITEM1142,m,172.25,925.16,159358.81
ITEM1143,Construction work item ITEM1143,m2,22.69,488.57,11085.65
ITEM1144,Construction work item ITEM1144,pcs,20.76,931.75,19343.13
ITEM1145,Construction work item ITEM1145,kg,53.44,515.26,27535.49
ITEM1146,Construction work item ITEM1146,hr,36.41,596.32,21712.01
ITEM1147,Construction work item ITEM1147,hr,29.1,332.36,9671.68
ITEM1148,Construction work item ITEM1148,kg,153.33,792.4,121498.69
ITEM1149,Construction work item ITEM1149,m,201.29,485.2,97665.91
ITEM1150,Construction work item ITEM1150,hr,91.72,643.8,59049.34
ITEM1151,Construction work item ITEM1151,m2,90.33,731.75,66098.98
ITEM1152,Construction work item ITEM1152,kg,112.58,53.18,5987.0
ITEM1153,Construction work item ITEM1153,m2,60.82,243.87,14832.17
ITEM1154,Construction work item ITEM1154,m,26.28,89.24,2345.23
ITEM1155,Construction work item ITEM1155,pcs,153.5,403.33,61911.16
ITEM1156,Construction work item ITEM1156,kg,32.49,617.07,20048.6
ITEM1157,Construction work item ITEM1157,hr,133.24,365.05,48639.26
ITEM1158,Construction work item ITEM1158,m2,92.07,498.86,45930.04
ITEM1159,Construction work item ITEM1159,hr,11.69,154.97,1811.6
ITEM1160,Construction work item ITEM1160,pcs,76.4,84.04,6420.66
ITEM1161,Construction work item ITEM1161,hr,152.47,778.61,118714.67
ITEM1162,Construction work item ITEM1162,m2,140.9,712.44,100382.8
ITEM1163,Construction work item ITEM1163,kg,188.04,783.42,147314.3
ITEM1164,Construction work item ITEM1164,m2,150.28,585.84,88040.04
ITEM1165,Construction work item ITEM1165,m,239.46,878.78,210432.66
ITEM1166,Construction work item ITEM1166,hr,77.14,528.22,40746.89
ITEM1167,Construction work item ITEM1167,kg,95.42,367.76,35091.66
ITEM1168,Construction work item ITEM1168,kg,145.54,93.11,13551.23
ITEM1169,Construction work item ITEM1169,kg,122.58,67.78,8308.47
ITEM1170,Construction work item ITEM1170,kg,193.21,104.24,20140.21
ITEM1171,Construction work item ITEM1171,pcs,206.78,398.95,82494.88
ITEM1172,Construction work item ITEM1172,m2,98.86,635.28,62803.78
ITEM1173,Construction work item ITEM1173,m,170.32,458.66,78118.97
ITEM1174,Construction work item ITEM1174,kg,110.64,315.67,34925.73
ITEM1175,Construction work item ITEM1175,m,116.34,19.06,2217.44
ITEM1176,Construction work item ITEM1176,m,222.66,905.62,201645.35
ITEM1177,Construction work item ITEM1177,kg,43.89,830.68,36458.55
ITEM1178,Construction work item ITEM1178,pcs,2.7,474.55,1281.29
ITEM1179,Construction work item ITEM1179,m,31.85,46.49,1480.71
ITEM1180,Construction work item ITEM1180,kg,147.17,718.74,105776.97
ITEM1181,Construction work item ITEM1181,m,84.21,395.94,33342.11
ITEM1182,Construction work item ITEM1182,kg,120.19,816.14,98091.87
ITEM1183,Construction work item ITEM1183,hr,16.97,204.54,3471.04
ITEM1185,Construction work item ITEM1185,m2,217.93,884.26,192706.78
ITEM1186,Construction work item ITEM1186,m,155.93,198.52,30955.22
ITEM1187,Construction work item ITEM1187,m,183.08,216.27,39594.71
ITEM1188,Construction work item ITEM1188,hr,185.49,702.75,130353.1
ITEM1189,Construction work item ITEM1189,hr,33.81,226.5,7657.96
ITEM1190,Construction work item ITEM1190,m,8.78,486.08,4267.78
ITEM1191,Construction work item ITEM1191,m2,54.45,143.21,7797.78
ITEM1192,Construction work item ITEM1192,kg,13.06,831.54,10859.91
ITEM1193,Construction work item ITEM1193,m,7.18,460.71,3307.9
ITEM1194,Construction work item ITEM1194,hr,117.43,566.17,66485.34
ITEM1195,Construction work item ITEM1195,m2,101.11,218.9,22132.98
ITEM1196,Construction work item ITEM1196,pcs,11.87,523.99,6219.76
ITEM1197,Construction work item ITEM1197,hr,220.54,820.51,180955.28
ITEM1198,Construction work item ITEM1198,m,10.81,941.35,10175.99
ITEM1199,Construction work item ITEM1199,m2,113.83,262.25,29851.92
ITEM1200,Construction work item ITEM1200,m2,224.5,76.37,17145.07
SUPPLIER_ALPHA_EXTRA_001,Additional scope item SUPPLIER_ALPHA_EXTRA_001,m,101.92,19.77,2014.96
SUPPLIER_ALPHA_EXTRA_002,Additional scope item SUPPLIER_ALPHA_EXTRA_002,hr,82.97,361.39,29984.53
SUPPLIER_ALPHA_EXTRA_003,Additional scope item SUPPLIER_ALPHA_EXTRA_003,kg,108.71,465.09,50559.93
SUPPLIER_ALPHA_EXTRA_004,Additional scope item SUPPLIER_ALPHA_EXTRA_004,kg,135.5,95.4,12926.7
SUPPLIER_ALPHA_EXTRA_005,Additional scope item SUPPLIER_ALPHA_EXTRA_005,hr,131.78,23.59,3108.69
SUPPLIER_ALPHA_EXTRA_006,Additional scope item SUPPLIER_ALPHA_EXTRA_006,hr,123.67,25.1,3104.12
SUPPLIER_ALPHA_EXTRA_007,Additional scope item SUPPLIER_ALPHA_EXTRA_007,hr,9.65,12.71,122.65
SUPPLIER_ALPHA_EXTRA_008,Additional scope item SUPPLIER_ALPHA_EXTRA_008,m2,9.5,439.4,4174.3
SUPPLIER_ALPHA_EXTRA_009,Additional scope item SUPPLIER_ALPHA_EXTRA_009,m,52.7,279.44,14726.49
SUPPLIER_ALPHA_EXTRA_010,Additional scope item SUPPLIER_ALPHA_EXTRA_010,m2,86.99,364.8,31733.95
